ID_REF	IDENTIFIER	GSM88918	GSM88914	GSM88919	GSM88915	GSM88917	GSM88913	GSM88916	GSM88912
yabH_b0055_at	djlA	183.8	314.7	nan	427.5	263.5	242	481.3	477.7
IG_2197_3540601_3540802_fwd_at	/start=3540601 /end=3540802 /direction=+ /description=intergenic region	nan	278.7	317.4	408.6	nan	227.5	nan	nan
tdcC_b3116_at	tdcC	nan	nan	190.5	283.7	nan	110.2	219.2	112.5
xylF_b3566_at	xylF	nan	357	384.9	554	247.6	195.1	1129.3	406.7
IG_2619_4242655_4242807_rev_at	/start=4242655 /end=4242807 /direction=+ /description=intergenic region	208	242.6	270.4	326.1	nan	164.5	1732.6	249.5
yhjC_b3521_at	yhjC	nan	nan	nan	578.8	nan	347.8	nan	nan
b2331_at	smrB	nan	nan	nan	nan	561.4	425.6	462.1	435.9
fdnH_b1475_at	fdnH	566.7	596.8	nan	718.4	nan	393.8	nan	nan
b1498_at	Z2210	86.4	123.4	273.9	364.2	92.2	159.7	790	413.3
ilvN_b3670_at	ilvN	448.2	447.9	787.6	823	414.8	518.6	700	716.5
glmS_b3729_at	glmS	nan	nan	nan	nan	476	531.8	913.7	640.5
IG_1000_1607098_1607252_rev_at	/start=1607098 /end=1607252 /direction=+ /description=intergenic region	61.7	nan	91.2	106.3	nan	60.8	nan	nan
b2875_at	yqeB	391.7	392.3	536.8	661.4	369.5	367.9	986.4	676.4
IG_1338_2075503_2075590_fwd_at	/start=2075503 /end=2075590 /direction=+ /description=intergenic region	nan	114.2	180.2	204.8	nan	113.4	nan	nan
yajC_b0407_at	yajC	nan	nan	nan	nan	926.8	678.6	1964	1446.3
yhfY_b3382_at	yhfY	nan	193.1	nan	345.6	166	193.3	284.5	314
IG_927_1488390_1489985_rev_at	/start=1488390 /end=1489985 /direction=+ /description=intergenic region	387.8	426.6	586.7	649.7	405.5	401.4	469.2	491.2
mesJ_b0188_at	tilS	363.8	453	708.5	619.7	457.6	360	805.3	580.7
yaiE_b0391_at	yaiE	472.7	719.4	1186.5	1009.5	845.3	526.8	1429.6	1168.2
moaC_b0783_at	moaC	1118.5	1191.1	2201.4	1645.5	1272.6	1061.8	1645.4	1664.9
marA_b1531_at	marA	318.8	364	712.3	570.6	326.7	329.7	657.4	671.7
moaE_b0785_at	moaE	413.2	441.9	772.6	684.9	435.3	475.4	847	768.6
bax_b3570_f_at	bax	664.8	606.2	1084.7	874.1	696	606.8	1106.4	1056.3
IG_1217_1905616_1906284_rev_at	/start=1905616 /end=1906284 /direction=+ /description=intergenic region	98.2	98.3	195.8	145	108.7	92.3	177.1	169.8
gnd_b2029_at	gnd	737.4	599.8	1273.4	1054.1	892.4	705.4	1966.6	1521.4
IG_1237_1930781_1930816_rev_at	/start=1930781 /end=1930816 /direction=+ /description=intergenic region	390.6	272	639.7	529.7	549.5	394.5	998.7	890.6
yaiL_b0354_at	yaiL	371.7	374.6	501.9	617.2	457.3	359	594.7	574.4
hlyE_b1182_at	hlyE	204.7	209.5	293.1	424.2	294.7	172.6	477.3	321.9
rfaK_b3623_at	waaU	108.9	104.3	145.2	201.8	150.1	117	181.8	157.9
purU_b1232_at	purU	347.4	279	402.5	503.9	304.5	277.1	434.6	472.1
b2258_at	Z3517	nan	nan	nan	243.5	nan	131.7	nan	nan
galM_b0756_at	galM	1083.6	831.9	nan	nan	1526.6	1369.1	1713.6	1441.2
yafZ_b0252_at	yafZ	nan	nan	nan	206	nan	111.5	nan	nan
b1431_at	ydcL	270.4	nan	581.7	466.3	358.9	nan	354.4	362.3
b2649_at	b2649	nan	nan	nan	214.2	nan	77.5	nan	nan
mobB_b3856_at	mobB	nan	nan	nan	657.2	nan	357.4	nan	nan
ybeC_b0627_at	tatE	650.5	594	nan	nan	845.9	539.8	1126.7	1123.9
yihM_b3873_at	yihM	nan	nan	nan	347.8	nan	nan	110.9	93.6
ybcN_b0547_at	ybcN	nan	137.4	311.8	296.1	nan	117.2	nan	nan
IG_2764_4463755_4463872_rev_at	/start=4463755 /end=4463872 /direction=+ /description=intergenic region	nan	162.7	296.1	339.7	nan	151.5	nan	nan
yejK_b2186_at	yejK	nan	nan	nan	441.6	277.6	nan	363	266.3
yabN_b0069_at	sgrR	358.7	248.3	449.3	488.6	315	237.6	413.4	291
modF_b0760_at	modF	206.1	173.7	228.1	279.3	189	153.2	232.7	192.9
IG_1735_2783373_2784416_fwd_at	/start=2783373 /end=2784416 /direction=+ /description=intergenic region	nan	50.4	45.4	65.2	nan	38.2	nan	nan
yggT_b2952_at	yggT	nan	nan	nan	nan	336.4	431.1	489.9	596.9
IG_1334_2069234_2069404_fwd_at	/start=2069234 /end=2069404 /direction=+ /description=intergenic region	nan	nan	8.4	14.4	nan	nan	nan	nan
ybhD_b0768_at	ybhD	nan	nan	nan	362.8	nan	134.3	nan	nan
ydaD_b1352_at	kil	nan	133.5	nan	342.2	nan	nan	112.3	146.2
yabC_b0082_at	mraW	1188	855.6	nan	nan	1606.8	1143.8	1062.1	1239.4
yecT_b1877_at	yecT	nan	nan	nan	253.6	nan	87.1	nan	nan
yicK_b3659_at	setC	nan	nan	nan	353.7	nan	156.9	nan	nan
yggU_b2953_at	yggU	522.5	440.5	nan	701.5	417.6	440.4	708.1	1297
IG_1663_2683528_2685089_rev_at	/start=2683528 /end=2685089 /direction=+ /description=intergenic region	nan	nan	nan	134.4	nan	78.2	nan	nan
ybdH_b0599_at	ybdH	nan	nan	354.2	467.8	nan	nan	313.2	355
yhaE_b3125_at	garR	753.1	883.1	654.2	773.4	558	548.7	490.6	457
IG_249_394354_395862_fwd_at	c0481	nan	263.2	nan	261.8	159.6	150.3	nan	188.1
ybcZ_b0570_at	cusS	nan	nan	nan	nan	nan	nan	198.4	190.7
IG_2853_4596972_4597263_rev_at	/start=4596972 /end=4597263 /direction=+ /description=intergenic region	290.1	368.9	390.6	384.8	235.8	242.6	284.8	272.6
IG_2556_4139767_4140108_fwd_at	/start=4139767 /end=4140108 /direction=+ /description=intergenic region	82.2	127.8	89.8	120.8	nan	73	nan	nan
yhjQ_b3534_at	Z4950m	nan	nan	nan	321.3	nan	163.4	nan	nan
grxA_b0849_at	grxA	nan	nan	285.7	468	236.8	208.2	389.2	381.4
citA_b0619_at	citA	nan	nan	nan	nan	110.4	100.1	150.9	105.7
rhaD_b3902_at	rhaD	nan	nan	nan	477.8	nan	228.2	nan	nan
yjjB_b4363_at	yjjB	153.8	295.2	136.6	239.4	nan	133.2	nan	nan
yjcH_b4068_at	yjcH	358	616.4	414.2	515	302.5	381.6	1573.1	355.6
araH_2_b1898_at	araH	nan	317.8	nan	342.2	184.4	177.5	258.8	181.3
IG_24_27228_27292_fwd_at	/start=27228 /end=27292 /direction=+ /description=intergenic region	297.2	nan	316.8	555.1	nan	nan	nan	nan
b1757_at	ynjE	nan	732.6	nan	847.4	378.7	420.2	926.9	390.2
hrsA_b0731_at	mngA	nan	nan	nan	336.6	nan	114.4	nan	nan
IG_1696_2735516_2735618_fwd_at	/start=2735516 /end=2735618 /direction=+ /description=intergenic region	nan	168.9	nan	nan	150.8	138	217.7	149.1
yqjG_b3102_at	yqjG	645.9	598.3	396	569.6	303	333.8	393	324
IG_2127_3411103_3421058_rev_f_at	/start=3411103 /end=3421058 /direction=+ /description=intergenic region	nan	nan	nan	202.4	nan	66.2	nan	nan
IG_2163_3475057_3475543_rev_at	/start=3475057 /end=3475543 /direction=+ /description=intergenic region	151.1	149.6	179.7	190.5	147.1	nan	147.8	147.1
yheT_b3353_at	yheT	817.2	1073.1	1109.2	1260.8	606	741.7	925.1	687
yjdG_b4124_at	yjdG	nan	269.9	259.8	394	196.9	244.7	335.7	300.4
rfaL_b3622_at	waaL	151.9	170.9	145.4	261.7	135	181.1	351	280.3
IG_1184_1871556_1871597_fwd_at	/start=1871556 /end=1871597 /direction=+ /description=intergenic region	299.6	287.5	240.9	444.5	242.8	251.3	316.1	379.8
tdk_b1238_at	tdk	107.1	110.4	56.7	209.7	80.4	111.4	184	197.5
ansP_b1453_at	ansP	100.7	91.6	nan	271.4	nan	71.4	nan	nan
b0868_at	c1001	nan	nan	nan	nan	230.5	251.7	296.4	338.5
b2350_at	gtrA	138.7	nan	113.4	219.2	128.1	129.9	202.4	257.2
b1520_at	yneE	262.4	184.5	189.5	298.5	154.4	162.7	264.1	255.5
IG_2188_3520417_3523226_rev_at	/start=3520417 /end=3523226 /direction=+ /description=intergenic region	nan	124	nan	174.5	nan	100.3	97.9	140.7
tus_b1610_at	tus	nan	424.7	479.8	588.1	406.6	349.6	359.1	482.5
b2430_at	Z3695	502.6	420.6	439.2	621.7	413.4	385.6	347.8	501.4
IG_2_1_189_fwd_at	/start=1 /end=189 /direction=+ /description=intergenic region	215.8	226.3	193.8	407.7	224.3	180.5	219.9	341.7
ygfP_b2883_at	ygfP	nan	133.7	nan	255.9	149.3	125.7	123.1	208.2
IG_200_316394_316949_rev_at	/start=316394 /end=316949 /direction=+ /description=intergenic region	nan	136.5	102.8	245.9	nan	87.1	nan	nan
ychJ_b1233_at	ychJ	nan	nan	nan	400.8	296.6	281.3	270.3	333.4
IG_704_1120179_1120464_rev_at	/start=1120179 /end=1120464 /direction=+ /description=intergenic region	nan	25.6	35.5	43.6	nan	nan	nan	32.7
mltA_b2813_at	mltA	nan	nan	nan	nan	363.3	360.4	501.2	570.3
IG_349_536689_536719_fwd_at	/start=536689 /end=536719 /direction=+ /description=intergenic region	nan	nan	nan	420.4	nan	167.7	nan	nan
yejO_b2190_at	yejO	424.2	355.9	330.6	456.5	372.8	304.4	198.7	284.5
IG_28_34696_42366_fwd_at	/start=34696 /end=42366 /direction=+ /description=intergenic region	nan	nan	nan	306.1	nan	164.4	nan	nan
ybdM_b0601_at	ybdM	157	207.5	309	356.7	160	nan	139.2	nan
yiiQ_b3920_at	yiiQ	426.5	476.4	683.8	584.1	396.7	361.6	328.4	457.6
yigI_b3820_at	yigI	507.4	580	769.5	697.6	160.3	300.7	nan	240.8
focB_b2492_at	focB	nan	nan	nan	655.7	nan	243.8	nan	nan
sgcR_b4300_at	sgcR	nan	237.7	nan	255.8	nan	nan	130.1	143.9
ytfQ_b4227_at	ytfQ	881.4	1074.3	3151.5	2678.5	2268.4	1738.3	2887.7	1278.2
IG_2358_3824919_3826571_fwd_at	/start=3824919 /end=3826571 /direction=+ /description=intergenic region	nan	nan	nan	251.2	nan	109.7	nan	nan
LAMCG_L_w_at	c1587	nan	292.4	nan	nan	188	172.2	nan	nan
IG_1507_2421560_2421755_rev_at	/start=2421560 /end=2421755 /direction=+ /description=intergenic region	nan	nan	211.1	312.8	nan	144.3	nan	nan
yadP_b0147_at	yadP	nan	nan	nan	640.8	nan	nan	215.3	311.5
citE_b0616_at	citE	nan	nan	nan	247.9	nan	128.1	nan	nan
IG_1431_2267588_2267998_fwd_at	/start=2267588 /end=2267998 /direction=+ /description=intergenic region	nan	nan	nan	nan	nan	177.5	nan	446.3
ykgL_b0295_at	ykgL	nan	209.9	151.4	245.3	84.1	nan	34.9	nan
IG_787_1250092_1252307_rev_at	/start=1250092 /end=1252307 /direction=+ /description=intergenic region	nan	nan	nan	275.7	nan	108	nan	nan
yebU_b1835_at	rsmF	199	nan	nan	473.3	177.3	nan	107.1	203.3
yjhT_b4310_at	yjhT	226.5	121.4	150.7	230.6	128.9	141.4	201.1	187.4
IG_913_1449374_1449620_rev_at	/start=1449374 /end=1449620 /direction=+ /description=intergenic region	nan	nan	nan	389	nan	238.4	nan	nan
sbcC_b0397_at	sbcC	nan	nan	nan	820.6	394.4	nan	340	443.4
IG_540_849321_850236_rev_at	/start=849321 /end=850236 /direction=+ /description=intergenic region	nan	81.5	81.2	106.2	nan	31	nan	nan
ymfI_b1143_at	ymfI	51.4	130.3	170	189.4	57.5	70.2	193.6	222.9
IG_1016_1625405_1627476_rev_at	/start=1625405 /end=1627476 /direction=+ /description=intergenic region	nan	nan	nan	184.7	nan	99.3	nan	nan
panC_b0133_at	panC	nan	nan	nan	nan	562.2	313.7	473.6	544.9
ymfE_b1138_at	ymfE	nan	118.4	145	212.6	80.5	71.9	246.8	142.4
yjdI_b4126_at	yjdI	419.2	603.6	nan	825.2	545.5	422.2	1077.8	639.3
lysC_b4024_at	lysC	nan	nan	nan	342.4	nan	188.1	nan	nan
IG_468_719684_720278_rev_at	/start=719684 /end=720278 /direction=+ /description=intergenic region	nan	nan	82.7	107.8	nan	63.6	nan	nan
yceL_b1065_at	yceL	nan	300.5	nan	587.1	nan	nan	168.5	191.3
IG_1386_2184762_2184799_fwd_at	/start=2184762 /end=2184799 /direction=+ /description=intergenic region	nan	nan	nan	54.9	nan	24	nan	nan
oppA_b1243_at	oppA	615.6	nan	nan	nan	5255.7	4894	7725.2	7169.7
yjhP_b4306_at	yjhP	442.4	471.8	549.4	618.5	429.9	331.1	394.3	319
IG_1603_2558919_2559387_fwd_at	/start=2558919 /end=2559387 /direction=+ /description=intergenic region	nan	nan	nan	278.7	nan	143	nan	nan
ycaN_b0900_at	ycaN	nan	166.6	252.2	299.3	nan	nan	168.4	163.7
ykfD_b0260_at	mmuP	472.7	nan	520.6	460.5	323.5	217.6	185	231.3
IG_1538_2468483_2468780_fwd_at	/start=2468483 /end=2468780 /direction=+ /description=intergenic region	nan	nan	nan	121.2	nan	50.8	nan	nan
yjfR_b4192_at	yjfR	nan	178.1	127.1	316	nan	nan	165.8	nan
flhE_b1878_at	flhE	nan	nan	nan	448	nan	175.4	nan	nan
yagG_b0270_at	yagG	nan	299.6	nan	nan	nan	237.7	266.4	192.3
ymgE_b1195_at	ymgE	767.7	656.3	1572.5	1092.9	287.9	153.1	492.5	322.4
IG_467_715929_716168_rev_at	/start=715929 /end=716168 /direction=+ /description=intergenic region	nan	nan	nan	232.3	nan	141.8	nan	nan
livJ_b3460_at	livJ	nan	544	nan	713.8	nan	nan	426.9	396.1
ymgB_b1166_at	ariR	6890.3	4562.9	2560.9	2288.4	1191.9	419	587	972.5
ymgC_b1167_at	ymgC	922.9	765.3	384.1	318.8	199.5	54.9	94.2	100.2
ymgA_b1165_at	ymgA	11546.3	13554.9	6155.1	5316.2	2000.5	854.4	1063.3	1660.3
b1565_at	ydfV	nan	nan	nan	522.7	nan	152.1	nan	nan
IG_1479_2379048_2379101_rev_at	/start=2379048 /end=2379101 /direction=+ /description=intergenic region	nan	65.4	103.4	127.4	42.1	nan	101.5	79.9
zntA_b3469_at	zntA	849.4	550.9	1289.9	978.1	794.8	635.6	470.6	371.3
cstC_b1748_at	astC	9823.9	8015.3	14223.4	10727.8	984.2	1218.1	729.3	nan
yqeH_b2846_at	yqeH	nan	nan	nan	215	nan	nan	nan	54.7
bglF_b3722_at	bglF	nan	130.8	187.7	234.9	nan	61.4	nan	nan
IG_2321_3764807_3764847_fwd_at	/start=3764807 /end=3764847 /direction=+ /description=intergenic region	nan	nan	nan	518.8	nan	nan	nan	144.1
araD_b0061_at	araD	nan	567	nan	809.6	nan	374.6	nan	nan
b1007_at	rutF	nan	nan	nan	712.8	nan	nan	nan	241.8
IG_473_737185_737314_fwd_f_at	/start=737185 /end=737314 /direction=+ /description=intergenic region	26.5	nan	32.1	67.4	14.6	nan	nan	nan
yhaR_b3113_at	yhaR	405.6	nan	632.3	496	334.9	283.4	300.4	nan
IG_1272_1989643_1989837_rev_at	/start=1989643 /end=1989837 /direction=+ /description=intergenic region	nan	nan	nan	414.6	nan	156.5	nan	nan
IG_2439_3957067_3958291_fwd_at	/start=3957067 /end=3958291 /direction=+ /description=intergenic region	nan	108.4	nan	226.4	nan	nan	nan	45.8
yacH_b0117_at	yacH	nan	293	377.2	536.3	nan	143.6	203.5	nan
yagW_b0290_at	yagW	546.7	519.6	716.5	701.4	267.3	346.1	430.8	350.6
IG_1092_1723657_1723704_rev_at	/start=1723657 /end=1723704 /direction=+ /description=intergenic region	341.1	252.2	291.7	331.7	161.1	203.2	227.6	206
ybeV_b0649_at	djlC	nan	nan	nan	270.1	nan	87.2	nan	nan
gip_b0508_at	gip	198.5	245.4	230.3	364.2	113.4	120.3	146	nan
yrhB_b3446_at	yrhB	nan	nan	nan	289.4	nan	nan	nan	129.7
cadB_b4132_at	cadB	nan	318.7	202.6	367.7	nan	133.8	128.8	nan
sprT_b2944_at	yggI	nan	nan	nan	295.2	nan	nan	nan	171.3
b1770_at	ydjF	nan	nan	203.1	314.6	nan	nan	145.7	110
frvR_b3897_at	frvR	nan	nan	nan	447.9	nan	229	nan	nan
IG_698_1113030_1116029_fwd_at	/start=1113030 /end=1116029 /direction=+ /description=intergenic region	170.2	213.5	216.8	254.3	148.5	162.1	nan	nan
IG_2738_4428855_4431600_fwd_at	/start=4428855 /end=4431600 /direction=+ /description=intergenic region	nan	nan	nan	178.4	nan	75.1	nan	nan
ygjM_b3082_at	c3840	nan	412.3	421.8	553.8	nan	nan	246.7	314.9
IG_2441_3958118_3960359_rev_f_at	/start=3958118 /end=3960359 /direction=+ /description=intergenic region	273.7	nan	nan	330.2	135.3	233.6	nan	nan
yeiQ_b2172_at	yeiQ	nan	330.4	496.4	527.9	nan	nan	249.5	202.7
b1675_at	ydhZ	nan	nan	nan	498.9	nan	nan	300.7	211.4
b1978_at	yeeJ	nan	nan	188.8	304.5	nan	98.1	nan	nan
prpC_b0333_at	prpC	250	487.1	288.3	445.4	222.2	154.3	nan	nan
IG_2048_3285652_3285730_fwd_at	/start=3285652 /end=3285730 /direction=+ /description=intergenic region	nan	nan	125.6	171.5	nan	75.8	nan	nan
IG_2399_3892848_3894402_fwd_at	/start=3892848 /end=3894402 /direction=+ /description=intergenic region	nan	199.5	nan	205.2	nan	127.9	157.3	130.5
hofD_b3335_at	gspO	206.3	293.6	277.2	395.5	183.6	138	258.8	nan
alkB_b2212_at	alkB	283.8	286.2	289	382.8	210.2	162.8	220.2	191.5
hisG_b2019_at	hisG	nan	662.6	nan	796.8	741.1	567.1	515.4	495.3
ycaI_b0913_at	ycaI	nan	nan	nan	331.8	nan	150	nan	nan
IG_1337_2075061_2075133_fwd_at	/start=2075061 /end=2075133 /direction=+ /description=intergenic region	nan	197.4	114.7	210	nan	85.4	nan	nan
IG_209_330721_331594_fwd_at	/start=330721 /end=331594 /direction=+ /description=intergenic region	nan	nan	nan	77.3	nan	nan	nan	19
IG_1113_1752502_1752955_rev_at	/start=1752502 /end=1752955 /direction=+ /description=intergenic region	nan	76.7	57.8	108.5	nan	42.7	98.4	30.5
IG_1511_2426647_2426740_rev_at	/start=2426647 /end=2426740 /direction=+ /description=intergenic region	317.8	418.9	nan	375	180.5	252.4	nan	254.5
malS_b3571_at	malS	nan	nan	304.4	398.3	nan	205.2	256.8	nan
wcaA_b2059_at	wcaA	nan	nan	510	509.9	nan	232.4	185	nan
IG_2384_3866940_3868064_rev_at	/start=3866940 /end=3868064 /direction=+ /description=intergenic region	nan	67.3	63.2	123.5	nan	36.5	nan	21.9
ydjY_b1751_at	ydjY	nan	nan	nan	nan	nan	nan	401.8	332
IG_937_1497502_1498596_fwd_at	tehA	149.3	nan	nan	202.8	110.8	97.2	nan	nan
yfiF_b2581_at	yfiF	638.2	854.2	845.1	965	682.8	569.9	nan	475.8
IG_199_315678_317525_fwd_at	/start=315678 /end=317525 /direction=+ /description=intergenic region	85.1	137.3	158.8	270	nan	89.2	nan	41.2
yhcI_b3222_at	c3976	nan	nan	nan	nan	nan	nan	352	293.5
yhaC_b3121_at	yhaC	nan	38.5	64.7	102.7	32.1	24.6	nan	9
IG_267_416177_423560_rev_at	/start=416177 /end=423560 /direction=+ /description=intergenic region	111.5	165.9	151.9	287.5	nan	97.9	nan	57.9
IG_1546_2478551_2481774_fwd_at	/start=2478551 /end=2481774 /direction=+ /description=intergenic region	nan	227.3	259.2	322	94.7	168.6	nan	103.1
IG_1878_3025107_3025141_fwd_at	/start=3025107 /end=3025141 /direction=+ /description=intergenic region	nan	nan	nan	nan	nan	nan	123.2	100.7
IG_786_1246600_1246918_rev_at	/start=1246600 /end=1246918 /direction=+ /description=intergenic region	69.9	97.5	117.2	143.7	nan	67.9	nan	29.2
IG_1345_2083548_2083725_rev_at	/start=2083548 /end=2083725 /direction=+ /description=intergenic region	30.5	63	54.1	84.6	nan	23.3	nan	11.9
IG_2650_4286780_4286817_fwd_at	/start=4286780 /end=4286817 /direction=+ /description=intergenic region	nan	nan	nan	nan	nan	285	461.5	nan
b1672_at	ydhW	246.7	275.7	308.9	376.5	130.3	245.8	300.9	186.5
IG_665_1056513_1057306_fwd_at	/start=1056513 /end=1057306 /direction=+ /description=intergenic region	nan	82.5	111.2	170.9	nan	65.5	nan	29.9
csgC_b1043_at	csgC	nan	142.9	161.1	313.5	nan	109.4	nan	33.7
yedF_b1930_at	yedF	nan	nan	nan	nan	nan	nan	1297.1	635.6
IG_2299_3724512_3728759_fwd_at	/start=3724512 /end=3728759 /direction=+ /description=intergenic region	nan	123.4	130.3	228.9	nan	96.7	nan	41.6
IG_1662_2682077_2683854_fwd_at	/start=2682077 /end=2683854 /direction=+ /description=intergenic region	135.4	154.8	219	245.3	58.2	109.9	nan	nan
ygjO_b3084_at	ygjO	nan	nan	nan	336.8	nan	nan	264.6	166.7
araE_b2841_at	araE	395.1	371.7	448.4	465.6	230.8	322.9	355.5	244.4
IG_1_1_5682_rev_at	/start=1 /end=5682 /direction=+ /description=intergenic region	nan	164.2	176.9	205.2	87.8	132.6	nan	76.2
malK_b4035_at	malK	nan	nan	nan	nan	nan	nan	2438	379.9
yjgZ_b4277_at	yjgZ	336.9	383.2	396	513.1	142.7	263.9	162.2	nan
IG_463_712026_715169_rev_at	/start=712026 /end=715169 /direction=+ /description=intergenic region	148.2	135.9	144.8	187	78.2	114.9	nan	75.4
IG_1370_2163021_2163171_fwd_at	/start=2163021 /end=2163171 /direction=+ /description=intergenic region	nan	nan	303.5	382	nan	214.5	nan	130.2
racC_b1351_at	racC	nan	128.2	155.2	195.5	74.6	104	nan	nan
nrfB_b4071_at	nrfB	nan	nan	nan	311.7	nan	148.5	546.2	142.7
yicI_b3656_at	yicI	274.4	nan	488	558.2	nan	358.6	nan	nan
ycgK_b1178_at	ycgK	nan	388.4	512.3	591.2	291.2	nan	617.5	361.8
yjbH_b4029_at	yjbH	nan	nan	nan	468.9	nan	209.1	nan	nan
yjbL_b4047_at	yjbL	nan	nan	nan	105.7	nan	34.6	nan	nan
xylG_b3567_at	xylG	nan	284.4	381.4	425.3	171.3	192.4	451.7	204.9
IG_674_1073235_1074142_rev_at	/start=1073235 /end=1074142 /direction=+ /description=intergenic region	nan	105.2	119	159	nan	84.3	203.2	78.9
IG_2659_4308560_4308685_rev_at	/start=4308560 /end=4308685 /direction=+ /description=intergenic region	nan	nan	nan	192.7	nan	75.1	194.3	92.6
IG_539_848135_848432_rev_at	/start=848135 /end=848432 /direction=+ /description=intergenic region	nan	143.1	99.1	140.7	39.4	56.6	nan	nan
ybcX_b0561_at	tfaD	nan	198.7	nan	298.2	nan	99.4	nan	nan
yhjA_b3518_at	yhjA	nan	nan	nan	447.4	nan	229.5	397.1	266.3
proS_b0194_at	proS	675.4	742.4	905.5	956.7	615.7	552.9	839.8	551.4
IG_1003_1611276_1611338_rev_at	/start=1611276 /end=1611338 /direction=+ /description=intergenic region	nan	nan	nan	120.1	nan	nan	nan	33.9
IG_556_879081_879949_fwd_at	/start=879081 /end=879949 /direction=+ /description=intergenic region	nan	nan	nan	nan	nan	nan	517.9	369.3
IG_709_1124580_1128636_rev_at	/start=1124580 /end=1128636 /direction=+ /description=intergenic region	nan	219.9	431.1	326.7	173	177.3	nan	nan
yhfW_b3380_at	yhfW	169.9	292	297.2	341	113.8	193.7	nan	nan
glcC_b2980_at	glcC	nan	nan	643.7	733.4	329.8	490.7	811.5	334.3
ybhH_b0769_at	ybhH	168.7	173.9	nan	235.4	nan	125	nan	nan
fadL_b2344_at	fadL	479.5	553.9	649.8	733.5	270.6	302	684.1	246.4
acs_b4069_at	acs	1894.9	2143.7	2715.2	2469.4	1278.4	880.5	3267.7	1102.3
pinO_b3322_at	gspB	397.7	nan	nan	622.6	nan	239.8	nan	nan
ybiA_b0798_at	ybiA	nan	nan	nan	248.7	253.6	125.1	172.2	105
IG_376_577792_579102_fwd_at	/start=577792 /end=579102 /direction=+ /description=intergenic region	nan	174.5	294	330.8	nan	164.4	nan	nan
IG_2620_4243999_4251621_rev_at	/start=4243999 /end=4251621 /direction=+ /description=intergenic region	nan	184.2	227.5	319.4	nan	148	244.6	111.5
aspS_b1866_at	aspS	1821.4	1883.6	nan	nan	2378.2	1656.9	2118.3	1348.8
btuB_b3966_at	btuB	nan	nan	nan	242.2	nan	nan	nan	88.8
ykgH_b0310_at	ykgH	nan	nan	nan	338.7	nan	104	nan	nan
arsB_b3502_at	arsB	nan	133.7	265.6	245.4	nan	74	nan	41.8
b2862_at	Z4200	nan	nan	nan	60.3	27.5	nan	24.2	nan
ychG_b1239_at	ychG	313.7	231.9	517.4	472.7	252.2	160.5	nan	nan
ygjK_b3080_at	ygjK	nan	nan	541.6	521.9	nan	198.1	319.6	185
b1463_at	nhoA	310.6	nan	432.8	443.2	nan	199.6	nan	147
phnL_b4096_at	phnL	nan	253.7	nan	nan	nan	227.2	nan	nan
proP_b4111_at	proP	nan	nan	nan	nan	885.5	nan	1168.5	787.9
flgD_b1075_at	flgD	303.8	412.5	605.1	509.3	376.4	307.3	nan	nan
prpR_b0330_at	prpR	nan	nan	nan	327.3	nan	nan	250.2	177.9
fdrA_b0518_at	fdrA	nan	nan	734.6	516.8	402.5	318.8	nan	165.4
b2459_at	c2984	256.2	286.1	370.9	356.5	242.7	231	258.5	141.9
IG_86_150954_151002_rev_at	/start=150954 /end=151002 /direction=+ /description=intergenic region	160.6	88.9	318.7	510.7	85.6	116.5	163.6	76.5
yihL_b3872_at	yihL	nan	100.4	275.4	285.5	110.1	140.9	157.6	93.4
IG_2281_3693815_3699492_rev_at	/start=3693815 /end=3699492 /direction=+ /description=intergenic region	187.2	172.4	264.2	294.8	117.3	118.7	173.1	104.1
yhgA_b3411_at	yhgA	221.3	213.9	265.7	372.2	134.3	153.7	187.8	119.3
IG_1447_2301518_2303127_rev_f_at	/start=2301518 /end=2303127 /direction=+ /description=intergenic region	400.5	331	549.4	698	234.1	289.6	318.7	255
ydfB_b1572_at	Z1330	264.8	175.1	318	530.8	97.5	124	130	99.1
b1983_at	yeeN	nan	179.7	263.7	346.6	nan	132.2	158.2	137.2
b2070_at	yegI	394	396.4	566.6	690.2	296	298	347.7	313.6
b2257_at	arnT	434.7	407.8	543.7	619.5	298	327.2	360.7	364.2
IG_848_1344767_1345001_rev_at	/start=1344767 /end=1345001 /direction=+ /description=intergenic region	nan	nan	210.1	219.3	92.1	92.4	135.2	114.8
b1731_at	Z2760	360.2	254.4	319.8	415.6	191.9	162.2	213	201.6
yfcI_b2305_at	yfcI	544.3	429.5	619.3	748.9	352.1	272.4	356.3	336.2
IG_1704_2745816_2748135_rev_at	/start=2745816 /end=2748135 /direction=+ /description=intergenic region	nan	231.6	355.2	344	171	221.2	nan	170
yjcU_b4085_at	alsE	nan	nan	nan	nan	nan	nan	396.4	168.7
ampC_b4150_at	ampC	249	175	299.4	320	123.6	181.5	157.7	159.5
yadB_b0144_at	gluQ	251.9	239.8	306.3	333.9	148.6	190.2	181	180.6
b1355_at	Z2402	120.3	181.1	196.1	331.3	103.4	107.7	nan	101.3
mglC_b2148_at	mglC	nan	nan	nan	nan	nan	nan	636.6	371.9
IG_1155_1819239_1819322_rev_at	/start=1819239 /end=1819322 /direction=+ /description=intergenic region	98.6	133.4	138.2	192	97.4	98.2	105.4	90.3
IG_1129_1785137_1787831_rev_at	/start=1785137 /end=1787831 /direction=+ /description=intergenic region	117.7	191.6	202.5	203.7	80.7	115.1	nan	83
